question_id,comando_depende_do_texto,alternativas_dependem_do_texto,gabarito_depende_do_texto,texto_base_necessario,justificativa,gabarito_dependem_do_texto
536,True,False,False,False,"O comando faz referência direta ao 'contexto' descrito no texto-base, mas as alternativas apresentam características suficientemente distintas entre si, permitindo identificar a resposta correta (A) com conhecimento prévio sobre Arte Povera, sem necessidade do texto-base.",
537,True,True,True,True,"O texto-base descreve a sequência didática que fundamenta as afirmações do enunciado; sem ele, não seria possível avaliar a coerência das práticas pedagógicas descritas nas assertivas I-IV com a abordagem interacionista proposta.",
540,False,False,False,False,"O enunciado e as alternativas tratam de conhecimentos gerais sobre práticas pedagógicas adequadas à EJA, que podem ser respondidos com base em saberes teóricos sobre a modalidade, sem necessidade de informações específicas do texto-base.",
541,True,True,True,True,"O texto-base estabelece os princípios curatoriais (valorização da experiência sensorial da cor, atenção prolongada e resistência a leituras simplistas) que permitem avaliar quais ações da curadora são coerentes com a proposta, sendo indispensável para julgar as afirmações e distinguir o gabarito.",
543,True,True,True,True,"O texto-base descreve o contexto específico das inconsistências nos dados e a intenção de uso dos relatórios, sendo essencial para compreender o problema e avaliar a adequação de cada alternativa proposta.",
549,True,True,True,True,"O texto-base descreve os critérios conceituais da curadora e detalha cada proposta, informações indispensáveis para avaliar a coerência das alternativas com o propósito da mostra.",
556,True,True,True,True,"O texto-base fornece o contexto específico do acidente ambiental, seus impactos múltiplos e as partes envolvidas, elementos essenciais para que o enunciado e as alternativas façam sentido e possam ser avaliadas quanto à adequação à reparação integral do dano.",
559,False,False,False,False,O enunciado e as alternativas tratam de princípios gerais da EJA que não dependem das informações específicas do texto-base; a questão poderia ser respondida sem ele.,
567,False,False,False,False,"A questão pergunta apenas pelo fator Jacobiano da transformação para coordenadas esféricas, informação que é padrão em cálculo multivariável e não depende do texto-base, que é apenas contextual.",
568,False,False,False,False,"O enunciado e as alternativas tratam de definições gerais sobre o campo da Semântica e a distinção entre significado e sentido, sem exigir referência específica aos exemplos ou informações do texto-base. A questão poderia ser respondida apenas com conhecimento conceitual.",
572,True,True,True,True,"O texto-base descreve o movimento artístico e seus princípios (liberdade, imprevisibilidade, dimensão processual), que são essenciais para compreender o comando e distinguir a alternativa correta das demais, pois as opções contrastam diretamente com esses conceitos apresentados no texto.",
576,False,False,False,False,"As asserções I e II são afirmações matemáticas gerais sobre derivada direcional e gradiente, independentes do contexto específico do texto-base. O comando e as alternativas podem ser avaliados apenas com base no conhecimento teórico apresentado nas próprias proposições.",
582,True,False,False,False,"O comando faz referência explícita ao 'texto-base' e às 'práticas descritas', exigindo a leitura prévia do texto para identificar a que se referem as asserções. Contudo, as alternativas são genéricas (avaliação lógica entre proposições) e o gabarito (A) pode ser inferido apenas pela coerência conceitual entre as duas asserções, sem necessidade de informações adicionais do texto-base.",
585,False,False,False,False,"O enunciado apresenta a frase completa e as funções gramaticais a serem identificadas, e as alternativas listam palavras da própria frase; o texto-base é genérico e dispensável para responder à questão.",
588,False,False,False,False,"O enunciado e as alternativas tratam de conceitos gerais sobre significação verbal que não dependem de informações específicas do texto-base, sendo possível responder com conhecimento prévio sobre semântica.",
589,True,False,False,False,"O comando faz referência à 'situação descrita' no texto-base, mas as alternativas e o gabarito são genéricas e autoexplicativas, podendo ser avaliadas com base apenas no conhecimento sobre EJA, sem necessidade do texto-base.",
591,True,True,False,False,"O comando e as alternativas reproduzem diretamente as ideias do texto-base (heterogeneidade do público EJA e necessidade de ações pedagógicas adequadas), mas o gabarito (alternativa A) pode ser identificado por conhecimento pedagógico geral, sem depender do texto. Assim, o texto-base é dispensável para responder à questão.",
601,False,False,False,False,"O enunciado e as alternativas tratam de conceitos gerais sobre Arte Conceitual que podem ser respondidos com conhecimento prévio, sem necessidade das informações do texto-base.",
602,True,True,True,True,"O texto-base fornece as condições geométricas essenciais (não se interceptam e não são coplanares) que permitem identificar a relação de retas reversas, sendo indispensável tanto para o enunciado quanto para a distinção correta entre as alternativas.",
604,True,True,True,True,"O texto-base fornece a lista de compostos e a identificação dos grupos ligados à carbonila, informações essenciais tanto para compreender o comando quanto para distinguir corretamente entre as alternativas apresentadas.",
615,True,True,True,True,"O comando exige considerar o texto-base para distinguir a relação entre Economia e Geografia Econômica, e a alternativa correta (C) incorpora diretamente autores e conceitos apresentados apenas no texto-base, sendo impossível diferenciá-la das demais sem essas informações.",
620,False,False,False,False,"A questão trata de conhecimento padrão de cálculo vetorial (direção do gradiente e do seu oposto), e tanto o enunciado quanto as alternativas são autocontidos, não exigindo informações específicas do texto-base para serem compreendidos ou respondidos.",
623,False,False,False,False,"O enunciado define claramente o objeto da Geografia Econômica por si só, e as alternativas são suficientemente distintas entre si, não exigindo referência ao texto-base para identificar a resposta correta.",
628,False,False,False,False,"O enunciado e as alternativas apresentam de forma autossuficiente as duas asserções em debate, sem remeter a informações exclusivas do texto-base; a questão pode ser respondida apenas com base no que está explicitamente enunciado.",
643,False,False,False,False,O enunciado (asserções I e II) contém todas as informações técnicas necessárias sobre a transformação para coordenadas cilíndricas e o Jacobiano; o texto-base apenas contextualiza o problema sem fornecer dados essenciais que não estejam no enunciado.,
645,True,False,False,False,"O comando faz referência ao contexto clínico do paciente queimado descrito no texto-base, mas as alternativas apresentam condutas avaliativas genéricas que podem ser julgadas independentemente do caso. O gabarito (A) é a resposta tecnicamente correta em qualquer cenário de avaliação de cicatriz hipertrófica, não dependendo de informações específicas do texto-base.",
649,True,True,True,True,"O texto-base introduz a distinção conceitual entre significação, significado e sentido, que é essencial para contextualizar o comando e justificar a alternativa A como correta, além de permitir descartar as demais opções como simplificações ou distorções desses conceitos.",
650,True,True,True,True,"O enunciado e as alternativas fazem referência direta a conceitos, objetivos e procedimentos descritos no texto-base (como integração entre fotografia e pintura, uso de reflexos/transparências, profundidade de campo e a crítica à mera ampliação mecânica), sendo indispensáveis para compreender o contexto e distinguir a resposta correta.",
651,True,False,False,False,"O comando faz referência explícita à 'situação descrita' no texto-base, mas as alternativas e o gabarito tratam de conceitos gerais sobre práticas artísticas com objetos industrializados que podem ser avaliados independentemente do texto. Assim, o texto-base é dispensável para distinguir a resposta correta.",
653,True,True,True,True,"O texto-base define o sólido S por meio das equações do cilindro, do plano e do paraboloide, que são essenciais para determinar os limites de integração e a expressão correta do volume nas alternativas.",
657,False,False,False,False,"O enunciado e as alternativas contêm todas as informações necessárias para classificar a EDO, incluindo a definição de linearidade implícita nas opções; o texto-base é apenas contextual e dispensável.",
663,True,True,True,True,"O texto-base fornece o contexto essencial sobre as características de cada turma e a orientação da coordenação, que são necessários para avaliar a adequação pedagógica de cada proposta nas alternativas e identificar quais estão alinhadas à abordagem intercultural recomendada.",
666,False,False,False,False,"A questão trata de um conceito geométrico fundamental (distância de ponto a plano), que pode ser respondida apenas com o enunciado e as alternativas, sem necessidade do contexto fornecido pelo texto-base.",
669,True,True,True,True,"O texto-base apresenta as propostas específicas (vídeos em looping, manipulações ao vivo, vídeo narrativo) e o objetivo curatorial, elementos indispensáveis para compreender o comando e avaliar qual decisão de montagem está alinhada à intenção descrita nas alternativas.",
670,False,False,False,False,"O enunciado e as alternativas tratam de estratégias gerais de organização do ensino de Língua Portuguesa, que podem ser avaliadas com base em conhecimentos pedagógicos sobre progressão e continuidade, sem necessidade de informações específicas do texto-base.",
680,True,True,True,True,"O texto-base define o conceito de 'redução dos artifícios' e descreve a proposta pedagógica específica, sendo indispensável para compreender o enunciado e avaliar corretamente as alternativas, que contrastam diretamente com os princípios ali expostos.",
682,True,True,True,True,"O texto-base apresenta o contexto específico (conflitos entre comerciantes e jovens, presença de pichações e cartazes) e as propostas divergentes, que são essenciais para avaliar qual alternativa melhor se alinha à intenção crítica do coletivo. Sem esse contexto, não seria possível distinguir adequadamente entre as opções apresentadas.",
690,True,True,True,True,"O texto-base descreve as três fases do capitalismo que são o objeto central da questão e das alternativas; sem ele, não há referência para identificar ou distinguir as fases mencionadas no enunciado e nas opções.",
695,True,True,True,True,"O comando faz referência direta à instalação descrita no texto-base, e as alternativas contrastam características específicas mencionadas no texto (como percurso ativo vs. visão frontal estática), sendo impossível identificar o gabarito sem a leitura prévia.",
700,True,False,False,True,"O comando faz referência explícita ao 'contexto apresentado', que é descrito no texto-base, sendo necessário para situar a obra. Contudo, as alternativas e o gabarito são genéricas o suficiente para serem avaliadas isoladamente, pois descrevem conceitos amplos de história da arte. Ainda assim, o texto-base é necessário para vincular a interpretação correta ao caso concreto.",
702,True,False,False,True,"O comando faz referência direta ao episódio descrito no texto-base (o ajuste de decisões a partir de sentidos que extrapolam o literal), sendo necessário para contextualizar a situação analisada. As alternativas, porém, são definições autônomas de conceitos linguísticos que podem ser avaliadas independentemente do texto, e a alternativa correta (A) pode ser identificada sem ele.",
704,False,False,False,False,"O enunciado e as alternativas contêm todas as informações necessárias para resolver a questão, sendo o texto-base apenas contextual e dispensável.",
707,False,False,False,False,"O texto-base apenas contextualiza o problema físico, mas todas as afirmações e a lógica de classificação de pontos críticos (derivadas, discriminante, mapas de nível) estão integralmente contidas no enunciado e nas alternativas, sendo o contexto dispensável para a resolução.",
712,True,True,True,True,"O texto-base estabelece os critérios essenciais para a escolha do material didático na EJA (trajetória dos estudantes, saberes prévios, condições de acesso, mediação pedagógica), que fundamentam tanto o enunciado quanto a distinção entre as alternativas e a identificação do gabarito.",
713,True,True,True,True,"O texto-base define os princípios curatoriais do Minimalismo (redução, serialização, materiais industriais, neutralidade expressiva) que fundamentam tanto o comando quanto a distinção entre as alternativas. Sem ele, não seria possível identificar a resposta correta com segurança.",
714,False,False,False,False,"As asserções do enunciado e as alternativas tratam exclusivamente de conceitos matemáticos gerais sobre mudança de variáveis em integrais triplas e o papel do Jacobiano, que não dependem de nenhum dado específico do texto-base. O texto-base é meramente contextual e pode ser removido sem prejuízo à compreensão ou resolução da questão.",
717,True,True,False,True,"O enunciado (comando) faz referência explícita ao contexto do pesquisador e aos anéis específicos introduzidos no texto-base, sendo essencial para compreender as afirmações I–IV. As alternativas e o gabarito, por sua vez, dependem apenas da avaliação lógica dessas afirmações, não exigindo informações adicionais do texto-base além do que já está no enunciado.",
721,True,True,True,True,"O comando e as alternativas fazem referência direta a elementos específicos do texto-base (ocupação cultural, articulação de linguagens do hip hop, experiências de racismo e exclusão, contexto periférico-centro), sendo impossível avaliar qual alternativa melhor se encaixa sem a leitura do texto.",
725,True,True,True,True,"O texto-base fornece o contexto essencial sobre a natureza das obras (materiais precários e não convencionais) e o desafio curatorial (público acostumado à arte tradicional), sem o qual as afirmações e a distinção entre estratégias adequadas e inadequadas não podem ser avaliadas.",
726,True,True,True,True,"O texto-base descreve o contexto experimental (materiais, procedimentos e objetivos pedagógicos) que fundamenta a avaliação das afirmações no enunciado; sem ele, não seria possível julgar quais procedimentos são adequados ou distinguir as alternativas corretamente.",
729,False,False,False,False,"O texto-base apenas contextualiza a noção de referenciação com um exemplo, mas o conceito cobrado no enunciado e nas alternativas é autossuficiente e pode ser respondido com conhecimento teórico sobre o tema, sem depender do exemplo específico.",
733,True,True,True,True,"O texto-base descreve o contexto curatorial, as características das obras e as expectativas do público, informações essenciais para avaliar criticamente cada decisão apresentada no enunciado e nas alternativas. Sem ele, não seria possível distinguir quais ações favorecem ou prejudicam a compreensão crítica da videoarte.",
739,False,False,False,False,"O enunciado apresenta duas asserções completas e autossuficientes sobre a prática pedagógica descrita, e as alternativas são genéricas (avaliando relação de verdade e justificativa entre proposições), podendo ser respondidas sem recorrer ao texto-base.",
743,True,False,False,False,"O comando faz referência direta à afirmação do professor, mas as alternativas descrevem conceitos autossuficientes sobre o objeto de estudo da Semântica, e a alternativa correta (B) pode ser identificada independentemente do texto-base por conhecimento prévio.",
745,True,True,True,True,"O texto-base fornece o contexto clínico essencial (queimaduras em membros superiores e tronco, limitações funcionais, dor, retrações) que orienta a escolha da abordagem avaliativa mais adequada. Sem ele, não seria possível relacionar as queixas específicas da paciente às condutas propostas nas alternativas, tornando impossível distinguir a resposta correta.",
750,True,True,True,True,"O texto-base fornece as condições geométricas essenciais (placas não intersectantes e equidistantes, barra secante a uma e sem cortar a outra) que definem o problema e permitem distinguir a alternativa correta das demais.",
753,True,True,True,True,"O texto-base apresenta o problema pedagógico (alunos desconsideram elementos visuais) e o objetivo da docente (articular diferentes linguagens), sendo essencial para avaliar quais propostas são adequadas. As alternativas e o gabarito só fazem sentido no contexto desse diagnóstico e dessa intenção.",
763,True,True,True,True,"O comando faz referência explícita à 'situação descrita' no texto-base, e as alternativas discutem especificamente os resultados dos dois experimentos narrados (t-butil brometo vs. brometo de etila), sendo impossível avaliá-las sem o contexto fornecido pelo texto-base.",
766,True,True,True,True,"O texto-base apresenta os interesses conflitantes e o objetivo declarado pelo coletivo, que são essenciais tanto para compreender o que se pede no comando quanto para avaliar a coerência de cada alternativa com esse objetivo.",
767,False,False,False,False,"O enunciado e as alternativas tratam de definições gerais sobre Semântica, significado e sentido, que podem ser respondidas com conhecimento teórico independente do texto-base; o exemplo do 'banco' é meramente ilustrativo e não essencial para distinguir as opções.",
768,True,True,True,True,O texto-base fornece as propriedades geométricas essenciais (bases congruentes e paralelas para o primeiro sólido; base circular e vértice por rotação de triângulo retângulo para o segundo) que permitem identificar corretamente os sólidos e distinguir entre as alternativas apresentadas.,
770,True,True,True,True,"O texto-base contextualiza as intenções da artista (diálogo com o Fotorrealismo, ênfase em reflexos/transparências e tensionamento da circulação de imagens), sendo essencial para avaliar quais procedimentos são adequados. As alternativas descrevem estratégias que só podem ser julgadas à luz desse contexto, e o gabarito depende dessa avaliação.",
772,True,True,True,True,"O enunciado e as afirmações fazem referência direta ao contexto específico da escola, à legislação citada e ao perfil dos estudantes, informações que só constam no texto-base; sem elas, não seria possível avaliar a adequação pedagógica e legal de cada proposta nem distinguir as alternativas.",
777,False,False,False,False,"O enunciado introduz o conceito de lexicogrammar de forma autossuficiente, e as alternativas apresentam definições que podem ser avaliadas com conhecimento prévio do tema, sem depender das informações do texto-base.",
779,True,False,False,False,"O comando faz referência direta ao 'contexto' estabelecido pelo texto-base ao usar a expressão 'Nesse contexto', mas as alternativas e o gabarito são autoexplicativos e podem ser avaliados com conhecimento prévio, sem necessidade obrigatória do texto-base.",
782,True,True,True,True,"O texto-base fornece o contexto essencial (perfil da turma, recursos disponíveis e orientação da coordenação) que fundamenta a avaliação das afirmações sobre práticas inclusivas; sem ele, não seria possível julgar quais estratégias são adequadas ao cenário descrito.",
787,True,False,False,True,"O comando faz referência a valores e prazos específicos (investimento de R$ 200.000,00 e prazo de 3 anos) que só estão no texto-base, mas as alternativas descrevem métodos genéricos de avaliação que poderiam ser analisados independentemente dos dados numéricos. Ainda assim, o texto-base é necessário para contextualizar o problema e permitir a identificação correta do procedimento adequado.",
792,True,False,False,True,"O comando faz referência explícita ao exemplo do texto-base ('Nesse exemplo...'), exigindo que o candidato identifique que se trata de um caso de inferência contextual. As alternativas, porém, são definições autossuficientes das áreas da linguística e poderiam ser avaliadas independentemente.",
794,True,False,False,True,"O comando faz referência direta ao 'contexto' descrito no texto-base sobre as características dos estudantes da EJA, sendo necessário para compreender a situação. Contudo, as alternativas e o gabarito tratam de princípios pedagógicos gerais que poderiam ser avaliados isoladamente, embora o texto-base oriente a escolha correta.",
801,False,False,False,False,"A questão trata de definições básicas de equações diferenciais ordinárias lineares de segunda ordem, que são conhecimento padrão e não dependem de nenhuma informação específica do texto-base. O texto serve apenas como introdução genérica ao tema.",
808,False,False,False,False,"A questão pergunta diretamente sobre o elemento de volume em coordenadas esféricas, um conhecimento padrão de cálculo que pode ser respondido sem o texto-base, e as alternativas apresentam fórmulas que podem ser avaliadas independentemente.",
812,False,False,False,False,O texto-base é genérico sobre a história do inglês e não fornece informações específicas sobre verbos copulares; a questão pode ser respondida com conhecimento linguístico independente.,
818,False,False,False,False,"O enunciado e as alternativas tratam de conhecimentos gerais sobre o objeto de estudo da Geografia Econômica, que podem ser respondidos sem o texto-base. A etimologia e a breve definição do texto-base não são necessárias para distinguir a alternativa correta das demais.",
819,True,True,True,True,"O texto-base contextualiza a situação específica (turmas noturnas de EJA com perfil de estudantes e tensões curriculares) que fundamenta tanto o enunciado quanto a distinção entre as alternativas, sendo essencial para identificar a opção alinhada às Diretrizes Curriculares Nacionais para a EJA.",
826,True,False,False,False,"O comando faz referência ao 'contexto' do texto-base para definir o objeto da Geografia econômica, mas as alternativas apresentam definições autossuficientes que podem ser avaliadas com conhecimento prévio, sem necessidade do texto-base.",
827,False,True,True,True,"O enunciado é genérico e poderia ser respondido sem o texto-base, mas as alternativas fazem referência explícita à reta r e ao ponto P fora dela, elementos introduzidos pelo texto-base, sendo essenciais para distinguir a alternativa correta (A) das demais.",
829,True,True,True,True,"O texto-base estabelece o contexto estratégico da empresa (alinhamento transversal à Agenda 2030) e o dilema central (evitar iniciativas pontuais desconectadas), que são essenciais para avaliar quais das decisões propostas nas afirmativas I-IV são coerentes com a diretriz da diretoria. Sem esse contexto, não seria possível distinguir adequadamente as alternativas corretas das incorretas.",
830,False,False,False,False,"O enunciado e as alternativas tratam de definições básicas de áreas da linguística, sendo autoexplicativos e não dependentes de informações específicas do texto-base. A questão poderia ser respondida sem ele.",
839,True,True,True,True,"O texto-base contextualiza a análise geográfica da pesquisadora sobre cercamentos, proletarização e acumulação de capitais, elementos essenciais tanto para o enunciado quanto para distinguir a alternativa correta (A) das demais, que descrevem cenários opostos ao apresentado.",
840,False,False,False,False,"A questão pergunta a definição de um termo básico da matemática (postulado), que pode ser respondida com conhecimento geral, sem depender das informações do texto-base.",
842,True,True,True,True,"O texto-base fornece informações clínicas essenciais (fase pós-aguda, características das cicatrizes, presença de edema, prurido, limitação funcional) que fundamentam tanto o comando quanto a distinção entre as alternativas, sendo indispensável para identificar a conduta adequada.",
844,False,False,False,False,"O enunciado e as alternativas contêm todas as informações necessárias para identificar a fórmula correta da massa de um sólido com densidade variável, sem depender do texto-base, que é apenas contextual.",
